"lat_bin","time","total_area","n_stations","mid_lat","mid_lon"
"lat_37_80",1991-08-15,2943,253,37.9430664458736,-122.849235510919
"lat_37_80",1991-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",1992-02-15,1107,253,37.9430664458736,-122.849235510919
"lat_37_80",1992-05-15,7356,253,37.9430664458736,-122.849235510919
"lat_37_80",1992-08-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",1992-11-15,207,253,37.9430664458736,-122.849235510919
"lat_37_80",1993-02-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",1993-05-15,9935,253,37.9430664458736,-122.849235510919
"lat_37_80",1993-08-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",1993-11-15,478,253,37.9430664458736,-122.849235510919
"lat_37_80",1994-02-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",1994-05-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",1994-08-15,22485,253,37.9430664458736,-122.849235510919
"lat_37_80",1994-11-15,99,253,37.9430664458736,-122.849235510919
"lat_37_80",1995-02-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",1995-05-15,24480,253,37.9430664458736,-122.849235510919
"lat_37_80",1995-08-15,11790,253,37.9430664458736,-122.849235510919
"lat_37_80",1995-11-15,194,253,37.9430664458736,-122.849235510919
"lat_37_80",1996-02-15,225,253,37.9430664458736,-122.849235510919
"lat_37_80",1996-05-15,9916,253,37.9430664458736,-122.849235510919
"lat_37_80",1996-08-15,65556,253,37.9430664458736,-122.849235510919
"lat_37_80",1996-11-15,240,253,37.9430664458736,-122.849235510919
"lat_37_80",1997-02-15,434,253,37.9430664458736,-122.849235510919
"lat_37_80",1997-05-15,338,253,37.9430664458736,-122.849235510919
"lat_37_80",1997-08-15,7402,253,37.9430664458736,-122.849235510919
"lat_37_80",1997-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",1998-02-15,621,253,37.9430664458736,-122.849235510919
"lat_37_80",1998-05-15,466,253,37.9430664458736,-122.849235510919
"lat_37_80",1998-08-15,7763,253,37.9430664458736,-122.849235510919
"lat_37_80",1998-11-15,474,253,37.9430664458736,-122.849235510919
"lat_37_80",1999-02-15,507,253,37.9430664458736,-122.849235510919
"lat_37_80",1999-05-15,14077,253,37.9430664458736,-122.849235510919
"lat_37_80",1999-08-15,33806,253,37.9430664458736,-122.849235510919
"lat_37_80",1999-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2000-02-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2000-05-15,441,253,37.9430664458736,-122.849235510919
"lat_37_80",2000-08-15,4266,253,37.9430664458736,-122.849235510919
"lat_37_80",2000-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2001-02-15,68,253,37.9430664458736,-122.849235510919
"lat_37_80",2001-05-15,17767,253,37.9430664458736,-122.849235510919
"lat_37_80",2001-08-15,6734,253,37.9430664458736,-122.849235510919
"lat_37_80",2001-11-15,1323,253,37.9430664458736,-122.849235510919
"lat_37_80",2002-02-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2002-05-15,10891,253,37.9430664458736,-122.849235510919
"lat_37_80",2002-08-15,9331,253,37.9430664458736,-122.849235510919
"lat_37_80",2002-11-15,368,253,37.9430664458736,-122.849235510919
"lat_37_80",2003-02-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2003-05-15,3033,253,37.9430664458736,-122.849235510919
"lat_37_80",2003-08-15,10436,253,37.9430664458736,-122.849235510919
"lat_37_80",2003-11-15,158,253,37.9430664458736,-122.849235510919
"lat_37_80",2004-02-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2004-05-15,14423,253,37.9430664458736,-122.849235510919
"lat_37_80",2004-08-15,3550,253,37.9430664458736,-122.849235510919
"lat_37_80",2004-11-15,476,253,37.9430664458736,-122.849235510919
"lat_37_80",2005-02-15,426,253,37.9430664458736,-122.849235510919
"lat_37_80",2005-05-15,11685,253,37.9430664458736,-122.849235510919
"lat_37_80",2005-08-15,855,253,37.9430664458736,-122.849235510919
"lat_37_80",2005-11-15,207,253,37.9430664458736,-122.849235510919
"lat_37_80",2006-02-15,374,253,37.9430664458736,-122.849235510919
"lat_37_80",2006-05-15,4881,253,37.9430664458736,-122.849235510919
"lat_37_80",2006-08-15,519,253,37.9430664458736,-122.849235510919
"lat_37_80",2006-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2007-02-15,47,253,37.9430664458736,-122.849235510919
"lat_37_80",2007-05-15,7901,253,37.9430664458736,-122.849235510919
"lat_37_80",2007-08-15,13371,253,37.9430664458736,-122.849235510919
"lat_37_80",2007-11-15,2485,253,37.9430664458736,-122.849235510919
"lat_37_80",2008-02-15,2972,253,37.9430664458736,-122.849235510919
"lat_37_80",2008-05-15,8801,253,37.9430664458736,-122.849235510919
"lat_37_80",2008-08-15,24760,253,37.9430664458736,-122.849235510919
"lat_37_80",2008-11-15,187,253,37.9430664458736,-122.849235510919
"lat_37_80",2009-02-15,825,253,37.9430664458736,-122.849235510919
"lat_37_80",2009-05-15,6972,253,37.9430664458736,-122.849235510919
"lat_37_80",2009-08-15,2531,253,37.9430664458736,-122.849235510919
"lat_37_80",2009-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2010-02-15,2935,253,37.9430664458736,-122.849235510919
"lat_37_80",2010-05-15,726,253,37.9430664458736,-122.849235510919
"lat_37_80",2010-08-15,2810,253,37.9430664458736,-122.849235510919
"lat_37_80",2010-11-15,501,253,37.9430664458736,-122.849235510919
"lat_37_80",2011-02-15,156,253,37.9430664458736,-122.849235510919
"lat_37_80",2011-05-15,665,253,37.9430664458736,-122.849235510919
"lat_37_80",2011-08-15,905,253,37.9430664458736,-122.849235510919
"lat_37_80",2011-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2012-02-15,486,253,37.9430664458736,-122.849235510919
"lat_37_80",2012-05-15,3468,253,37.9430664458736,-122.849235510919
"lat_37_80",2012-08-15,4230,253,37.9430664458736,-122.849235510919
"lat_37_80",2012-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2013-02-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2013-05-15,2901,253,37.9430664458736,-122.849235510919
"lat_37_80",2013-08-15,2175,253,37.9430664458736,-122.849235510919
"lat_37_80",2013-11-15,135,253,37.9430664458736,-122.849235510919
"lat_37_80",2014-02-15,639,253,37.9430664458736,-122.849235510919
"lat_37_80",2014-05-15,3540,253,37.9430664458736,-122.849235510919
"lat_37_80",2014-08-15,1757,253,37.9430664458736,-122.849235510919
"lat_37_80",2014-11-15,450,253,37.9430664458736,-122.849235510919
"lat_37_80",2015-02-15,367,253,37.9430664458736,-122.849235510919
"lat_37_80",2015-05-15,4753,253,37.9430664458736,-122.849235510919
"lat_37_80",2015-08-15,691,253,37.9430664458736,-122.849235510919
"lat_37_80",2015-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2016-02-15,4034,253,37.9430664458736,-122.849235510919
"lat_37_80",2016-05-15,3656,253,37.9430664458736,-122.849235510919
"lat_37_80",2016-08-15,7730,253,37.9430664458736,-122.849235510919
"lat_37_80",2016-11-15,2685,253,37.9430664458736,-122.849235510919
"lat_37_80",2017-02-15,234,253,37.9430664458736,-122.849235510919
"lat_37_80",2017-05-15,1908,253,37.9430664458736,-122.849235510919
"lat_37_80",2017-08-15,14033,253,37.9430664458736,-122.849235510919
"lat_37_80",2017-11-15,1263,253,37.9430664458736,-122.849235510919
"lat_37_80",2018-02-15,93,253,37.9430664458736,-122.849235510919
"lat_37_80",2018-05-15,3839,253,37.9430664458736,-122.849235510919
"lat_37_80",2018-08-15,4039,253,37.9430664458736,-122.849235510919
"lat_37_80",2018-11-15,1277,253,37.9430664458736,-122.849235510919
"lat_37_80",2019-02-15,2928,253,37.9430664458736,-122.849235510919
"lat_37_80",2019-05-15,1476,253,37.9430664458736,-122.849235510919
"lat_37_80",2019-08-15,10357,253,37.9430664458736,-122.849235510919
"lat_37_80",2019-11-15,4341,253,37.9430664458736,-122.849235510919
"lat_37_80",2020-02-15,485,253,37.9430664458736,-122.849235510919
"lat_37_80",2020-05-15,4145,253,37.9430664458736,-122.849235510919
"lat_37_80",2020-08-15,1905,253,37.9430664458736,-122.849235510919
"lat_37_80",2020-11-15,160,253,37.9430664458736,-122.849235510919
"lat_37_80",2021-02-15,2119,253,37.9430664458736,-122.849235510919
"lat_37_80",2021-05-15,15335,253,37.9430664458736,-122.849235510919
"lat_37_80",2021-08-15,4816,253,37.9430664458736,-122.849235510919
"lat_37_80",2021-11-15,0,253,37.9430664458736,-122.849235510919
"lat_37_80",2022-02-15,995,253,37.9430664458736,-122.849235510919
"lat_37_80",2022-05-15,7141,253,37.9430664458736,-122.849235510919
"lat_37_80",2022-08-15,1230,253,37.9430664458736,-122.849235510919
"lat_37_80",2022-11-15,180,253,37.9430664458736,-122.849235510919
"lat_37_80",2023-02-15,1893,253,37.9430664458736,-122.849235510919
"lat_37_80",2023-05-15,3491,253,37.9430664458736,-122.849235510919
"lat_37_80",2023-08-15,10781,253,37.9430664458736,-122.849235510919
"lat_37_80",2023-11-15,667,253,37.9430664458736,-122.849235510919
"lat_37_80",2024-02-15,1540,253,37.9430664458736,-122.849235510919
"lat_37_80",2024-05-15,5874,253,37.9430664458736,-122.849235510919
"lat_37_80",2024-08-15,32344,253,37.9430664458736,-122.849235510919
"lat_37_80",2024-11-15,2986,253,37.9430664458736,-122.849235510919
"lat_37_40",1984-02-15,NA,179,37.4969829705722,-122.499314834741
"lat_37_40",1984-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1984-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1984-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1985-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1985-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1985-08-15,NA,179,37.4969829705722,-122.499314834741
"lat_37_40",1985-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1986-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1986-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1986-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1986-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1987-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1987-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1987-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1987-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1988-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1988-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1988-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1988-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1989-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1989-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1989-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1989-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1990-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1990-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1990-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1990-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1991-02-15,NA,179,37.4969829705722,-122.499314834741
"lat_37_40",1991-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1991-08-15,NA,179,37.4969829705722,-122.499314834741
"lat_37_40",1991-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1992-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1992-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1992-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1992-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1993-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1993-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1993-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1993-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1994-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1994-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1994-08-15,NA,179,37.4969829705722,-122.499314834741
"lat_37_40",1994-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1995-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1995-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1995-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1995-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1996-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1996-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1996-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1996-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1997-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1997-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1997-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1997-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1998-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1998-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1998-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1998-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1999-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1999-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1999-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",1999-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2000-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2000-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2000-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2000-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2001-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2001-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2001-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2001-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2002-02-15,27,179,37.4969829705722,-122.499314834741
"lat_37_40",2002-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2002-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2002-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2003-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2003-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2003-08-15,279,179,37.4969829705722,-122.499314834741
"lat_37_40",2003-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2004-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2004-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2004-08-15,436,179,37.4969829705722,-122.499314834741
"lat_37_40",2004-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2005-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2005-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2005-08-15,1044,179,37.4969829705722,-122.499314834741
"lat_37_40",2005-11-15,258,179,37.4969829705722,-122.499314834741
"lat_37_40",2006-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2006-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2006-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2006-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2007-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2007-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2007-08-15,3048,179,37.4969829705722,-122.499314834741
"lat_37_40",2007-11-15,1654,179,37.4969829705722,-122.499314834741
"lat_37_40",2008-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2008-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2008-08-15,2894,179,37.4969829705722,-122.499314834741
"lat_37_40",2008-11-15,254,179,37.4969829705722,-122.499314834741
"lat_37_40",2009-02-15,32,179,37.4969829705722,-122.499314834741
"lat_37_40",2009-05-15,87,179,37.4969829705722,-122.499314834741
"lat_37_40",2009-08-15,90,179,37.4969829705722,-122.499314834741
"lat_37_40",2009-11-15,23,179,37.4969829705722,-122.499314834741
"lat_37_40",2010-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2010-05-15,32,179,37.4969829705722,-122.499314834741
"lat_37_40",2010-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2010-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2011-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2011-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2011-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2011-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2012-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2012-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2012-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2012-11-15,72,179,37.4969829705722,-122.499314834741
"lat_37_40",2013-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2013-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2013-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2013-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2014-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2014-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2014-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2014-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2015-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2015-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2015-08-15,114,179,37.4969829705722,-122.499314834741
"lat_37_40",2015-11-15,312,179,37.4969829705722,-122.499314834741
"lat_37_40",2016-02-15,2100,179,37.4969829705722,-122.499314834741
"lat_37_40",2016-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2016-08-15,35185,179,37.4969829705722,-122.499314834741
"lat_37_40",2016-11-15,9692,179,37.4969829705722,-122.499314834741
"lat_37_40",2017-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2017-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2017-08-15,16330,179,37.4969829705722,-122.499314834741
"lat_37_40",2017-11-15,5504,179,37.4969829705722,-122.499314834741
"lat_37_40",2018-02-15,42,179,37.4969829705722,-122.499314834741
"lat_37_40",2018-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2018-08-15,923,179,37.4969829705722,-122.499314834741
"lat_37_40",2018-11-15,992,179,37.4969829705722,-122.499314834741
"lat_37_40",2019-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2019-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2019-08-15,1185,179,37.4969829705722,-122.499314834741
"lat_37_40",2019-11-15,300,179,37.4969829705722,-122.499314834741
"lat_37_40",2020-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2020-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2020-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2020-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2021-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2021-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2021-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2021-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2022-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2022-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2022-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2022-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2023-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2023-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2023-08-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2023-11-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2024-02-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2024-05-15,0,179,37.4969829705722,-122.499314834741
"lat_37_40",2024-08-15,147,179,37.4969829705722,-122.499314834741
"lat_37_40",2024-11-15,133,179,37.4969829705722,-122.499314834741
"lat_37_00",1984-02-15,NA,1324,37.0881032065905,-122.289580561209
"lat_37_00",1984-05-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1984-08-15,1987,1324,37.0881032065905,-122.289580561209
"lat_37_00",1984-11-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1985-02-15,NA,1324,37.0881032065905,-122.289580561209
"lat_37_00",1985-05-15,3522,1324,37.0881032065905,-122.289580561209
"lat_37_00",1985-08-15,NA,1324,37.0881032065905,-122.289580561209
"lat_37_00",1985-11-15,207,1324,37.0881032065905,-122.289580561209
"lat_37_00",1986-02-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1986-05-15,819,1324,37.0881032065905,-122.289580561209
"lat_37_00",1986-08-15,1780,1324,37.0881032065905,-122.289580561209
"lat_37_00",1986-11-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1987-02-15,753,1324,37.0881032065905,-122.289580561209
"lat_37_00",1987-05-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1987-08-15,7407,1324,37.0881032065905,-122.289580561209
"lat_37_00",1987-11-15,252,1324,37.0881032065905,-122.289580561209
"lat_37_00",1988-02-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1988-05-15,374,1324,37.0881032065905,-122.289580561209
"lat_37_00",1988-08-15,3860,1324,37.0881032065905,-122.289580561209
"lat_37_00",1988-11-15,262,1324,37.0881032065905,-122.289580561209
"lat_37_00",1989-02-15,1601,1324,37.0881032065905,-122.289580561209
"lat_37_00",1989-05-15,9248,1324,37.0881032065905,-122.289580561209
"lat_37_00",1989-08-15,11461,1324,37.0881032065905,-122.289580561209
"lat_37_00",1989-11-15,2226,1324,37.0881032065905,-122.289580561209
"lat_37_00",1990-02-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1990-05-15,11948,1324,37.0881032065905,-122.289580561209
"lat_37_00",1990-08-15,15432,1324,37.0881032065905,-122.289580561209
"lat_37_00",1990-11-15,4352,1324,37.0881032065905,-122.289580561209
"lat_37_00",1991-02-15,NA,1324,37.0881032065905,-122.289580561209
"lat_37_00",1991-05-15,1467,1324,37.0881032065905,-122.289580561209
"lat_37_00",1991-08-15,2552,1324,37.0881032065905,-122.289580561209
"lat_37_00",1991-11-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1992-02-15,900,1324,37.0881032065905,-122.289580561209
"lat_37_00",1992-05-15,18035,1324,37.0881032065905,-122.289580561209
"lat_37_00",1992-08-15,10629,1324,37.0881032065905,-122.289580561209
"lat_37_00",1992-11-15,345,1324,37.0881032065905,-122.289580561209
"lat_37_00",1993-02-15,468,1324,37.0881032065905,-122.289580561209
"lat_37_00",1993-05-15,8964,1324,37.0881032065905,-122.289580561209
"lat_37_00",1993-08-15,13477,1324,37.0881032065905,-122.289580561209
"lat_37_00",1993-11-15,830,1324,37.0881032065905,-122.289580561209
"lat_37_00",1994-02-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1994-05-15,3636,1324,37.0881032065905,-122.289580561209
"lat_37_00",1994-08-15,15137,1324,37.0881032065905,-122.289580561209
"lat_37_00",1994-11-15,465,1324,37.0881032065905,-122.289580561209
"lat_37_00",1995-02-15,216,1324,37.0881032065905,-122.289580561209
"lat_37_00",1995-05-15,9936,1324,37.0881032065905,-122.289580561209
"lat_37_00",1995-08-15,14547,1324,37.0881032065905,-122.289580561209
"lat_37_00",1995-11-15,342,1324,37.0881032065905,-122.289580561209
"lat_37_00",1996-02-15,846,1324,37.0881032065905,-122.289580561209
"lat_37_00",1996-05-15,4774,1324,37.0881032065905,-122.289580561209
"lat_37_00",1996-08-15,261,1324,37.0881032065905,-122.289580561209
"lat_37_00",1996-11-15,1863,1324,37.0881032065905,-122.289580561209
"lat_37_00",1997-02-15,576,1324,37.0881032065905,-122.289580561209
"lat_37_00",1997-05-15,7951,1324,37.0881032065905,-122.289580561209
"lat_37_00",1997-08-15,7758,1324,37.0881032065905,-122.289580561209
"lat_37_00",1997-11-15,684,1324,37.0881032065905,-122.289580561209
"lat_37_00",1998-02-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1998-05-15,1010,1324,37.0881032065905,-122.289580561209
"lat_37_00",1998-08-15,6204,1324,37.0881032065905,-122.289580561209
"lat_37_00",1998-11-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1999-02-15,0,1324,37.0881032065905,-122.289580561209
"lat_37_00",1999-05-15,1107,1324,37.0881032065905,-122.289580561209
"lat_37_00",1999-08-15,14892,1324,37.0881032065905,-122.289580561209
"lat_37_00",1999-11-15,663,1324,37.0881032065905,-122.289580561209
