"","year","site","prop_cover","kelp_area_m2"
"107",1990,11,0.697719139484184,357281.5
"108",1990,12,0.620058589579329,196394
"109",1990,13,0.72104371201496,60205
"110",1990,14,0.478511530398323,17305.5
"111",1990,15,0.714533965244866,73742.5
"112",1990,16,0.724400402125521,59884
"113",1991,6,0.58694622127458,10922.5
"114",1991,7,0.49868877360924,78599.5
"115",1992,1,0.378839590443686,22783
"116",1992,2,0.410973084886128,57652.5
"117",1992,3,0.367601246105919,31641
"118",1992,4,0.367587476979742,16816.5
"119",1992,5,0.322731210658552,129116.5
"120",1992,6,0.194976489293326,37086.5
"121",1992,7,0.406631247540338,124645
"122",1992,8,0.574045672694859,186430.5
"123",1992,9,0.171287593984962,3253
"124",1992,10,0.328159393519588,78836
"125",1992,11,0.544082921730287,224588.5
"126",1992,12,0.555494721473495,159394
"127",1992,13,0.588066853669939,44903.5
"128",1992,14,0.571002076843198,23471.5
"129",1992,15,0.787319140399709,70364
"130",1992,16,0.485108261314004,28137.5
"131",1993,1,0.465875480627033,53974
"132",1993,2,0.228720116529865,24724.5
"133",1993,3,0.109034267912773,6637
"134",1993,4,0.408496426007429,20750
"135",1993,5,0.263324650754935,90374
"136",1993,6,0.112048454954301,11259.5
"137",1993,7,0.230347532348563,24764.5
"138",1993,8,0.360239730985378,100775
"139",1993,9,0.126233552631579,2253.5
"140",1993,10,0.101092896174863,8785
"141",1993,12,0.121176626591231,11186.5
"142",1993,13,0.215595265722906,9407
"143",1993,14,0.0638888888888889,1778
"144",1993,15,0.328410629654705,19654.5
"145",1993,16,0.219966451887747,12479.5
"146",1994,1,0.47559262612895,55763.5
"147",1994,2,0.459627329192547,98288
"148",1994,3,0.35981308411215,44926.5
"149",1994,4,0.334254143646409,20260
"150",1994,5,0.256280387265886,90412
"151",1994,6,0.252100840336134,55404.5
"152",1994,7,0.375729902392286,141909.5
"153",1994,8,0.444568445684457,153092
"154",1994,9,0.543859649122807,29875
"155",1994,10,0.528005464480874,205534
"156",1994,11,0.364039339702746,148397.5
"157",1994,12,0.418154761904762,121705.5
"158",1994,13,0.437237026647966,33642.5
"159",1994,14,0.273148148148148,10614
"160",1994,15,0.408016986532777,27822.5
"161",1994,16,0.383886255924171,21808.5
"162",1995,1,0.149659863945578,8865.5
"163",1995,2,0.194616977225673,30873.5
"164",1995,3,0.11993769470405,9765
"165",1995,4,0.212799777770919,6729.5
"166",1995,5,0.205069124423963,78046.5
"167",1995,6,0.0956738768718802,13432
"168",1995,7,0.142200888859362,39543.5
"169",1995,8,0.177043688019298,38701.5
"170",1995,9,0.0745614035087719,2637
"171",1995,10,0.0997267759562842,22621
"172",1995,11,0.265099936295588,119280.5
"173",1995,12,0.252232142857143,63355
"174",1995,13,0.164382497358444,7342
"175",1995,14,0.23015873015873,7531
"176",1995,15,0.180978808044594,9555.5
"177",1995,16,0.042654028436019,759.5
"178",1996,1,0.461145087075543,61537.5
"179",1996,2,0.347172619047619,64989
"180",1996,3,0.157579940188636,15825.5
"181",1996,4,0.270718232044199,17415.5
"182",1996,5,0.289433933645906,118456.5
"183",1996,6,0.111768707482993,29430.5
"184",1996,7,0.274408229249774,104642
"185",1996,8,0.283042962407893,89556.5
"186",1996,9,0.145746002173576,7601
"187",1996,10,0.206063413746845,79711.5
"188",1996,11,0.308748193025484,115416
"189",1996,12,0.163834485407066,37118
"190",1996,13,0.144779044903778,11392
"191",1996,14,0.0446296296296296,1251
"192",1996,15,0.142013002794993,7625.5
"193",1996,16,0.00257731958762887,90
"194",1997,1,0.596074022829471,73173
"195",1997,2,0.543478260869565,106739.5
"196",1997,3,0.504658385093168,57541.5
"197",1997,4,0.613259668508287,42209
"198",1997,5,0.457780863077404,152248
"199",1997,6,0.367780127211869,93478.5
"200",1997,7,0.554348397472782,228611
"201",1997,8,0.514222184930357,176968
"202",1997,9,0.350877192982456,21606.5
"203",1997,10,0.546448087431694,206609.5
"204",1997,11,0.294094053111249,68286
"205",1997,12,0.456423124522258,106348.5
"206",1997,13,0.343645337563899,34632.5
"207",1997,14,0.241582491582492,5563.5
"208",1997,15,0.460311294123741,35482
"209",1997,16,0.33955857385399,21918
"210",1998,1,0,0
"211",1998,2,0,0
"212",1998,3,0.0220125786163522,3049
"213",1998,4,0.0260115606936416,1741.5
"214",1998,5,0.0108279829133709,5386.5
"215",1998,6,0.0166666666666667,135
"216",1998,7,0.0357142857142857,2848.5
"217",1998,8,0.0160377358490566,2061
"218",1998,9,0,0
"219",1998,10,0.00684931506849315,526.5
"220",1998,11,0,0
"221",1998,12,0.0200290925366454,454.5
"222",1998,13,0,0
"223",1998,15,0,0
"224",1999,1,0.550752492777933,85606
"225",1999,2,0.446446826971813,84804
"226",1999,3,0.297507788161994,30812.5
"227",1999,4,0.439502762430939,25418
"228",1999,5,0.280611376021798,96945
"229",1999,6,0.142495784148398,22700.5
"230",1999,7,0.239712462002725,54059
"231",1999,8,0.135726913165938,14844
"232",1999,9,0.0307017543859649,562.5
"233",1999,10,0.170765027322404,23940
"234",1999,11,0.17252422895695,49802
"235",1999,12,0.240131929637527,48258
"236",1999,13,0.35752688172043,25787
"237",1999,14,0.189814814814815,4065
"238",1999,15,0.0758293838862559,2015.5
"239",1999,16,0.0165876777251185,257
"240",2000,1,0.23472330108514,15655.5
"241",2000,2,0.271221532091097,35383.5
"242",2000,3,0.306814883612933,35593.5
"243",2000,4,0.411602209944751,28065
"244",2000,5,0.347770678624348,146737
"245",2000,6,0.209781238347213,46606.5
"246",2000,7,0.390826758934061,151349.5
"247",2000,8,0.244853926561244,79193
"248",2000,9,0.0614035087719298,1240
"249",2000,10,0.0484972677595628,9751.5
"250",2000,11,0.122508015843078,40068.5
"251",2000,12,0.22967562432139,52280
"252",2000,13,0.295253644699518,16920
"253",2000,14,0.315196078431373,10115.5
"254",2000,15,0.248318528819139,16537.5
"255",2000,16,0.0663507109004739,2842.5
"256",2001,1,0.404761904761905,28880
"257",2001,2,0.43167701863354,47260.5
"258",2001,3,0.442367601246106,34943
"259",2001,4,0.406077348066298,19009.5
"260",2001,5,0.517839638054543,182688.5
"261",2001,6,0.345414275646834,77099
"262",2001,7,0.664664702160956,266831
"263",2001,8,0.425859408097803,155683.5
"264",2001,9,0.167442943642292,4840
"265",2001,10,0.167308099844088,38608.5
"266",2001,11,0.248673788476242,56360
"267",2001,12,0.273065476190476,45051.5
"268",2001,13,0.246765081100784,10190
"269",2001,14,0.25462962962963,7367
"270",2001,15,0.339100716854414,26927
"271",2001,16,0.100286854577201,4300
"272",2002,1,0.551803998049732,66062.5
"273",2002,2,0.451667912339029,62296
"274",2002,3,0.281931464174455,12061.5
"275",2002,4,0.342541436464088,15003.5
"276",2002,5,0.418070213187718,99487.5
"277",2002,6,0.177988955952228,24075
"278",2002,7,0.471830985915493,109284
"279",2002,8,0.420121951219512,109792.5
"280",2002,9,0.109649122807018,2043
"281",2002,10,0.30327868852459,83007
"282",2002,11,0.319623613101874,64998
"283",2002,12,0.318452380952381,45091
"284",2002,13,0.438172043010753,25610.5
"285",2002,14,0.296296296296296,4380
"286",2002,15,0.310969830077448,18563
"287",2002,16,0.135071090047393,5910.5
"288",2003,1,0.41864406779661,46816
"289",2003,2,0.338509316770186,45262.5
"290",2003,3,0.31055900621118,31982.5
"291",2003,4,0.383977900552486,18457.5
"292",2003,5,0.312817992405148,97030
"293",2003,6,0.198006298174826,46257
"294",2003,7,0.314553990610329,123395
"295",2003,8,0.287286063569682,89801
"296",2003,9,0.197368421052632,5560
"297",2003,10,0.185792349726776,40261
"298",2003,11,0.338509316770186,63258
"299",2003,12,0.29389880952381,52819
"300",2003,13,0.413978494623656,17765.5
"301",2003,14,0.361111111111111,10743
"302",2003,15,0.298578199052133,15783.5
"303",2003,16,0.201421800947867,8755.5
"304",2004,1,0.489830508474576,48105
"305",2004,2,0.576604554865424,88185.5
"306",2004,3,0.557453416149068,74581.5
"307",2004,4,0.414364640883978,20706.5
"308",2004,5,0.506596086411759,216148
"309",2004,6,0.463977800722767,113305
"310",2004,7,0.799233020528183,362545.5
"311",2004,8,0.799390243902439,395339
"312",2004,9,0.298245614035088,15017.5
"313",2004,10,0.478825136612022,122916
"314",2004,11,0.801940158952782,355448
"315",2004,12,0.601190476190476,154489
"316",2004,13,0.626344086021505,37941
"317",2004,14,0.490740740740741,19787.5
"318",2004,15,0.720379146919431,83998.5
"319",2004,16,0.533175355450237,42223.5
"320",2005,1,0.435714698906693,40090.5
"321",2005,2,0.401656314699793,56253
"322",2005,3,0.315909134885161,24905.5
"323",2005,4,0.30939226519337,18183
"324",2005,5,0.338749355316693,122487
"325",2005,6,0.232534875553432,49294
"326",2005,7,0.525548191107429,168774
"327",2005,8,0.563204424831534,193441.5
"328",2005,9,0.12280701754386,4024
"329",2005,10,0.278005464480874,65789
"330",2005,11,0.507662899083873,132757
"331",2005,12,0.432291666666667,76110
"332",2005,13,0.526881720430108,32403
"333",2005,14,0.300925925925926,7895
"334",2005,15,0.545023696682464,39789.5
"335",2005,16,0.255924170616114,13307.5
"336",2006,1,0.355932203389831,37310
"337",2006,2,0.199058443510906,20055.5
"338",2006,3,0.125776397515528,5874
"339",2006,4,0.180823482206241,7569
"340",2006,5,0.16318235004833,51853.5
"341",2006,6,0.0843925836548915,12995
"342",2006,7,0.37131803164667,92447
"343",2006,8,0.369871388245742,80593
"344",2006,9,0.0043859649122807,22.5
"345",2006,10,0.177588080789784,37442
"346",2006,11,0.162853638116007,29638
"347",2006,12,0.146862335359676,20167
"348",2006,13,0.18475073313783,7029.5
"349",2006,14,0.0245098039215686,626
"350",2006,15,0.143963581940634,4093
"351",2006,16,0,0
"352",2007,1,0.446339213651562,52556.5
"353",2007,2,0.449275362318841,60756.5
"354",2007,3,0.376177899034461,43477
"355",2007,4,0.378453038674033,19811.5
"356",2007,5,0.321196467673593,134660.5
"357",2007,6,0.247363202149217,63261.5
"358",2007,7,0.508853847724025,177546
"359",2007,8,0.605696106650508,236369.5
"360",2007,9,0.364035087719298,15614.5
"361",2007,10,0.378415300546448,109625
"362",2007,11,0.410755374911158,135277.5
"363",2007,12,0.38920373538637,93029
"364",2007,13,0.411290322580645,26003
"365",2007,14,0.279350104821803,10729
"366",2007,15,0.42134524243529,41434
"367",2007,16,0.173717591301924,11398
"368",2008,1,0.477357154465882,57745
"369",2008,2,0.544262175373487,106791
"370",2008,3,0.504672897196262,64785.5
"371",2008,4,0.483425414364641,31615.5
"372",2008,5,0.453498582250837,173264.5
"373",2008,6,0.352854245146334,82711.5
"374",2008,7,0.691317451326835,273332.5
"375",2008,8,0.759623417518154,290263
"376",2008,9,0.456722558608912,16002
"377",2008,10,0.416666666666667,129989.5
"378",2008,11,0.564314500503759,258577
"379",2008,12,0.520833333333333,119160.5
"380",2008,13,0.553763440860215,37600.5
"381",2008,14,0.497379454926625,17120
"382",2008,15,0.585456936552443,54146
"383",2008,16,0.362559241706161,30733
"384",2009,1,0.58164248262407,69761.5
"385",2009,2,0.68723491929486,114659.5
"386",2009,3,0.651873996246203,71741.5
"387",2009,4,0.574585635359116,32249.5
"388",2009,5,0.615943966758547,247842.5
"389",2009,6,0.451377523186034,87600.5
"390",2009,7,0.883311789689268,327391
"391",2009,8,0.854376455852471,330573
"392",2009,9,0.495614035087719,17426.5
"393",2009,10,0.632513661202186,168163
"394",2009,11,0.75,204985
"395",2009,12,0.625,114245.5
"396",2009,13,0.739247311827957,51954
"397",2009,14,0.49537037037037,17053
"398",2009,15,0.73696682464455,69112
"399",2009,16,0.568720379146919,42604.5
"400",2010,1,0.304421768707483,19383.5
"401",2010,2,0.356107660455487,26114
"402",2010,3,0.261682242990654,14863
"403",2010,4,0.292817679558011,9193.5
"404",2010,5,0.342161077193276,76179.5
"405",2010,6,0.224083106677039,23338
"406",2010,7,0.262034173966139,53560
"407",2010,8,0.245695751183556,41448
"408",2010,9,0.333333333333333,6318.5
"409",2010,10,0.12431693989071,14672
"410",2010,11,0.213989637305699,34234
"411",2010,12,0.283892422468242,37879.5
"412",2010,13,0.370967741935484,11527
"413",2010,14,0.328703703703704,6001.5
"414",2010,15,0.26303317535545,10269
"415",2010,16,0.284688995215311,8070
"416",2011,1,0.228813559322034,10201
"417",2011,2,0.130434782608696,7754.5
"418",2011,3,0.0856310829898802,4085.5
"419",2011,4,0.121546961325967,5668.5
"420",2011,5,0.129790532048597,24619.5
"421",2011,6,0.0550436095362458,5220
"422",2011,7,0.123992534734223,17574.5
"423",2011,8,0.138477326327731,18214.5
"424",2011,9,0.0394736842105263,157.5
"425",2011,10,0.0286885245901639,1032
"426",2011,11,0.0673591829730312,4932.5
"427",2011,12,0.0678372112798342,4536
"428",2011,13,0.145437372856728,8102
"429",2011,14,0.0138888888888889,86
"430",2011,15,0.0523425157977883,431.5
"431",2011,16,0.0265700483091787,206
"432",2012,1,0.278156996587031,39411
"433",2012,2,0.272448317419116,56409
"434",2012,3,0.18167701863354,20698
"435",2012,4,0.203488372093023,16216
"436",2012,5,0.15731905665492,90180
"437",2012,6,0.0959507042253521,29981
"438",2012,7,0.218235294117647,97705
"439",2012,8,0.320011795758388,116857.5
"440",2012,9,0.0701754385964912,1201
"441",2012,10,0.0744535519125683,16932
"442",2012,11,0.15472481827622,55227
"443",2012,12,0.140060240963855,29809.5
"444",2012,13,0.271505376344086,12273
"445",2012,14,0.0601851851851852,1063
"446",2012,15,0.253554502369668,9904.5
"447",2012,16,0.0260663507109005,506.5
"448",2013,1,0.613559322033898,53855.5
"449",2013,2,0.571428571428571,69562
"450",2013,3,0.503105590062112,42030
"451",2013,4,0.549723756906077,24652
"452",2013,5,0.482332155477032,150563
"453",2013,6,0.324058919803601,58503.5
"454",2013,7,0.650821596244131,193109
"455",2013,8,0.688414634146342,294510.5
"456",2013,9,0.201754385964912,8263.5
"457",2013,10,0.368169398907104,100401.5
"458",2013,11,0.499482401656315,206719.5
"459",2013,12,0.426339285714286,103654.5
"460",2013,13,0.67741935483871,60733
"461",2013,14,0.351851851851852,16677.5
"462",2013,15,0.542654028436019,56088.5
"463",2013,16,0.26303317535545,14759
"464",2014,1,0.198305084745763,6512.5
"465",2014,2,0.123188405797101,4908
"466",2014,3,0.200310559006211,11525
"467",2014,4,0.140883977900552,2054
"468",2014,5,0.176678445229682,22596.5
"469",2014,6,0.0998363338788871,9060.5
"470",2014,7,0.0981198589894242,17828
"471",2014,8,0.107317073170732,18795
"472",2014,9,0.043859649122807,789.5
"473",2014,10,0.144125683060109,26738.5
"474",2014,11,0.0667701863354037,12386
"475",2014,12,0.056547619047619,5864.5
"476",2014,13,0.0645161290322581,1362.5
"477",2014,14,0.0833333333333333,1078.5
"478",2014,15,0.125592417061611,4528.5
"479",2014,16,0.0473933649289099,1174.5
"480",2015,1,0.433898305084746,20809.5
"481",2015,2,0.339544513457557,17961.5
"482",2015,3,0.330745341614907,13380
"483",2015,4,0.226519337016575,5447
"484",2015,5,0.276060070671378,42147
"485",2015,6,0.148117839607201,12181.5
"486",2015,7,0.206572769953052,37123
"487",2015,8,0.253658536585366,62178.5
"488",2015,9,0.109649122807018,1718.5
"489",2015,10,0.28551912568306,51394
"490",2015,11,0.323498964803313,98127
"491",2015,12,0.229910714285714,51215.5
"492",2015,13,0.303763440860215,18074
"493",2015,14,0.152777777777778,4313
"494",2015,15,0.203791469194313,5557
"495",2015,16,0.0473933649289099,621.5
"496",2016,1,0.596610169491525,51078
"497",2016,2,0.34575569358178,36829.5
"498",2016,3,0.279503105590062,18466
"499",2016,4,0.345303867403315,13008.5
"500",2016,5,0.205388692579505,40045.5
"501",2016,6,0.211129296235679,23337
"502",2016,7,0.313380281690141,86789.5
"503",2016,8,0.350609756097561,124621.5
"504",2016,9,0.285087719298246,12539.5
"505",2016,10,0.344945355191257,91062
"506",2016,11,0.384419313254424,162025.5
"507",2016,12,0.438244047619048,108763.5
"508",2016,13,0.295698924731183,23818.5
"509",2016,14,0.259259259259259,8992.5
"510",2016,15,0.270142180094787,19523.5
"511",2016,16,0.156398104265403,8734
"512",2017,1,0.435593220338983,22468
"513",2017,2,0.244306418219462,12739
"514",2017,3,0.288819875776398,17085.5
"515",2017,4,0.212707182320442,4016
"516",2017,5,0.2363074204947,38700
"517",2017,6,0.149754500818331,12276
"518",2017,7,0.1731220657277,30081
"519",2017,8,0.0559655596555966,6831.5
"520",2017,9,0.214912280701754,6161
"521",2017,10,0.237021857923497,47726
"522",2017,11,0.191511387163561,34672.5
"523",2017,12,0.235119047619048,31038.5
"524",2017,13,0.0940860215053763,4990.5
"525",2017,14,0.111111111111111,1161
"526",2017,15,0.156398104265403,7834
"527",2017,16,0.125592417061611,8476
"528",2018,1,0.813559322033898,102236.5
"529",2018,2,0.609730848861284,88503
"530",2018,3,0.762422360248447,74607.5
"531",2018,4,0.325966850828729,12412
"532",2018,5,0.617932862190813,209622
"533",2018,6,0.540098199672668,93465
"534",2018,7,0.412558685446009,127570.5
"535",2018,8,0.11909090637697,36479
"536",2018,9,0.228535941623971,10410
"537",2018,10,0.579234972677596,223759.5
"538",2018,11,0.493086173419582,202130
"539",2018,12,0.361607142857143,113095
"540",2018,13,0.204301075268817,16263.5
"541",2018,14,0.0277777777777778,269
"542",2018,15,0.336492890995261,27940.5
"543",2018,16,0.319905213270142,27194
"544",2019,1,0.288135593220339,18342
"545",2019,2,0.0590062111801242,2735
"546",2019,3,0.0807453416149068,1127
"547",2019,4,0.00552486187845304,26.5
"548",2019,5,0.128989714846301,18954
"549",2019,6,0.0703818069922252,3958
"550",2019,7,0.0492957746478873,3999
"551",2019,8,0.0310975609756098,4044.5
"552",2019,9,0.0307017543859649,450
"553",2019,10,0.0116120218579235,1553.5
"554",2019,11,0.0207044701187526,2631
"555",2019,12,0.0357142857142857,2585
"556",2019,13,0.0591397849462366,917.5
"557",2019,14,0.0416666666666667,304
"558",2019,15,0,0
"559",2019,16,0,0
"560",2020,1,0.422033898305085,34974
"561",2020,2,0.161490683229814,7342
"562",2020,3,0.243788819875776,13059.5
"563",2020,4,0.116022099447514,2460.5
"564",2020,5,0.174469964664311,30671
"565",2020,6,0.0901411284913203,9040.5
"566",2020,7,0.0886150234741784,13983
"567",2020,8,0.190709046454768,44837
"568",2020,9,0.214912280701754,8271
"569",2020,10,0.369535519125683,113034
"570",2020,11,0.234472049689441,67347
"571",2020,12,0.0952380952380952,13221
"572",2020,13,0.10752688172043,4532.5
"573",2020,14,0.00462962962962963,93.5
"574",2020,15,0.388625592417062,29338
"575",2020,16,0.101895734597156,5244
"576",2021,1,0.489830508474576,38032.5
"577",2021,2,0.256728778467909,29922.5
"578",2021,3,0.538819875776397,49406
"579",2021,4,0.265193370165746,12094
"580",2021,5,0.348498233215548,118729
"581",2021,6,0.396890343698854,71117.5
"582",2021,7,0.389084507042254,106926
"583",2021,8,0.561403704696388,193641
"584",2021,9,0.570175438596491,28058.5
"585",2021,10,0.663251366120219,235126.5
"586",2021,11,0.513979992647201,200761.5
"587",2021,12,0.313244047619048,60853.5
"588",2021,13,0.244623655913978,12771.5
"589",2021,14,0.0787037037037037,1012
"590",2021,15,0.447867298578199,33784.5
"591",2021,16,0.227488151658768,15414.5
"592",2022,1,0.408474576271186,23051.5
"593",2022,2,0.226708074534162,18414.5
"594",2022,3,0.47360248447205,26473.5
"595",2022,4,0.38121546961326,12241.5
"596",2022,5,0.381625441696113,98369
"597",2022,6,0.572831423895254,106981
"598",2022,7,0.509976525821596,155214
"599",2022,8,0.688260889034839,282166.5
"600",2022,9,0.640350877192982,41523.5
"601",2022,10,0.846311475409836,352080
"602",2022,11,0.60483699674959,272998
"603",2022,12,0.284970238095238,70138.5
"604",2022,13,0.233870967741935,13612.5
"605",2022,14,0.0972222222222222,680
"606",2022,15,0.556872037914692,50533.5
"607",2022,16,0.33175355450237,33777
"608",2023,1,0.0677966101694915,1389
"609",2023,2,0.0082815734989648,151.5
"610",2023,3,0.0279503105590062,540.5
"611",2023,4,0.0580110497237569,401.5
"612",2023,5,0.00574204946996466,214.5
"613",2023,6,0.0319633474028771,3927
"614",2023,7,0.0399393214633714,4413.5
"615",2023,8,0.0463429524405134,5151
"616",2023,9,0.0921052631578947,1186.5
"617",2023,10,0.0314207650273224,2245
"618",2023,11,0.0377846790890269,8212
"619",2023,12,0.0238095238095238,2473
"620",2023,13,0.010752688172043,48.5
"621",2023,14,0.0416666666666667,96
"622",2023,15,0,0
"623",2023,16,0,0
"624",2024,1,0.16271186440678,4835
"625",2024,2,0.0962732919254658,3365.5
"626",2024,3,0.0388198757763975,725.5
"627",2024,4,0.0994475138121547,828
"628",2024,5,0.00706713780918728,195
"629",2024,6,0.0384615384615385,3457.5
"630",2024,7,0.0381455399061033,3584.5
"631",2024,8,0.0853658536585366,14079
"632",2024,9,0.232456140350877,6796
"633",2024,10,0.10792349726776,18376
"634",2024,11,0.0460662525879917,10254
"635",2024,12,0.0513392857142857,4158
"636",2024,13,0.123655913978495,3731
"637",2024,14,0.0925925925925926,1470
"638",2024,15,0,0
"639",2024,16,0.004739336492891,47.5
